Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend,month,Total_Spend,Avg_Transaction_Value,Transaction_Count,months_since_last_transaction,total_spend_log
118,501,2023-01-05 21:00:00,2324.0,Bill Payment,9.0,Good service,5,2023-01,14879.0,2975.8,5,0,9.607773308387083
119,575,2023-01-05 22:00:00,2145.0,Bill Payment,10.0,Unsatisfactory,1,2023-01,21227.0,2653.375,8,0,9.963076343947785
120,76,2023-01-05 23:00:00,1659.0,Investment,8.0,Good service,9,2023-01,5693.0,2846.5,2,0,8.647168267837984
121,316,2023-01-06 00:00:00,3229.0,Loan Payment,10.0,Excellent,1,2023-01,17708.0,2951.3333333333335,6,0,9.7818282639088
122,833,2023-01-06 01:00:00,3810.0,Investment,7.0,Good service,2,2023-01,24905.0,2490.5,10,0,10.122864017281094
123,373,2023-01-06 02:00:00,2488.0,Investment,9.0,Good service,2,2023-01,17243.0,3448.6,5,0,9.755219535867026
124,81,2023-01-06 03:00:00,4077.0,Purchase,6.0,Very satisfied,6,2023-01,20282.0,2535.25,8,0,9.917538375758788
125,873,2023-01-06 04:00:00,1785.0,Bill Payment,7.0,Unsatisfactory,1,2023-01,6031.0,1206.2,5,0,8.704833909687792
126,640,2023-01-06 05:00:00,1976.0,Investment,10.0,Good service,8,2023-01,15154.0,2525.6666666666665,6,0,9.626085789491903
127,695,2023-01-06 06:00:00,1777.0,Investment,9.0,Good service,7,2023-01,15359.0,2559.8333333333335,6,0,9.639522006701663
128,755,2023-01-06 07:00:00,3825.0,Investment,10.0,Needs improvement,1,2023-01,13257.0,2651.4,5,0,9.492356422801336
129,697,2023-01-06 08:00:00,251.0,Bill Payment,10.0,Very satisfied,4,2023-01,3195.0,639.0,5,0,8.069655306886165
130,732,2023-01-06 09:00:00,4807.0,Bill Payment,10.0,Unsatisfactory,1,2023-01,28044.0,3505.5,8,0,10.241565641942437
131,71,2023-01-06 10:00:00,2959.0,Bill Payment,4.0,Good service,6,2023-01,12508.0,1786.857142857143,7,0,9.434203664214742
132,969,2023-01-06 11:00:00,4846.0,Loan Payment,7.0,Very satisfied,7,2023-01,26852.0,2685.2,10,0,10.198132825539048
133,854,2023-01-06 12:00:00,4886.0,Investment,10.0,Excellent,9,2023-01,29982.0,3331.3333333333335,9,0,10.30838583336139
134,666,2023-01-06 13:00:00,2266.0,Bill Payment,8.0,Good service,6,2023-01,10534.0,2633.5,4,0,9.26245832623829
135,757,2023-01-06 14:00:00,4121.0,Investment,9.0,Good service,3,2023-01,11966.0,1709.4285714285713,7,0,9.389908140573516
136,652,2023-01-06 15:00:00,3378.0,Loan Payment,7.0,Good service,9,2023-01,10844.0,2168.8,5,0,9.291459423260974
137,71,2023-01-06 16:00:00,376.0,Purchase,4.0,Good service,6,2023-01,12508.0,1786.857142857143,7,0,9.434203664214742
138,46,2023-01-06 17:00:00,2837.0,Loan Payment,7.0,Very satisfied,9,2023-01,8310.0,1187.142857142857,7,0,9.025335217553026
139,47,2023-01-06 18:00:00,1262.0,Bill Payment,10.0,Needs improvement,1,2023-01,19663.0,2457.875,8,0,9.886544831805816
140,591,2023-01-06 19:00:00,2497.0,Bill Payment,10.0,Good service,5,2023-01,21291.0,3041.5714285714284,7,0,9.966086694292647
141,422,2023-01-06 20:00:00,4795.0,Loan Payment,10.0,Good service,10,2023-01,14990.0,2998.0,5,0,9.615205300012315
142,149,2023-01-06 21:00:00,3613.0,Investment,6.0,Good service,2,2023-01,34396.0,2866.3333333333335,12,0,10.445724630256212
143,910,2023-01-06 22:00:00,3531.0,Bill Payment,10.0,Needs improvement,7,2023-01,14195.0,2839.0,5,0,9.560715513766388
144,130,2023-01-06 23:00:00,4952.0,Bill Payment,8.0,Good service,2,2023-01,13153.0,4384.333333333333,3,0,9.484481173861296
145,456,2023-01-07 00:00:00,4527.0,Loan Payment,10.0,Very satisfied,4,2023-01,16675.0,2382.1428571428573,7,0,9.721725839000687
146,639,2023-01-07 01:00:00,1653.0,Investment,10.0,Unsatisfactory,4,2023-01,14355.0,2050.714285714286,7,0,9.571923252267498
147,877,2023-01-07 02:00:00,1222.0,Loan Payment,10.0,Good service,4,2023-01,6805.0,2268.3333333333335,3,0,8.82555985506085
148,631,2023-01-07 03:00:00,4713.0,Loan Payment,10.0,Unsatisfactory,2,2023-01,6444.0,3222.0,2,0,8.771059915373288
149,966,2023-01-07 04:00:00,29.0,Investment,7.0,Unsatisfactory,9,2023-01,6787.0,1696.75,4,0,8.822911626354117
150,997,2023-01-07 05:00:00,685.0,Investment,10.0,Needs improvement,10,2023-01,5720.0,1430.0,4,0,8.651898894268529
151,869,2023-01-07 06:00:00,4487.0,Purchase,9.0,Needs improvement,3,2023-01,16316.0,2719.3333333333335,6,0,9.69996278809107
152,505,2023-01-07 07:00:00,618.0,Loan Payment,10.0,Very satisfied,7,2023-01,4650.0,2325.0,2,0,8.444837529224097
153,929,2023-01-07 08:00:00,71.0,Investment,6.0,Very satisfied,7,2023-01,1335.0,667.5,2,0,7.197435354096591
154,774,2023-01-07 09:00:00,1275.0,Bill Payment,9.0,Good service,3,2023-01,16457.0,2742.8333333333335,6,0,9.708566960165658
155,244,2023-01-07 10:00:00,2295.0,Purchase,7.0,Unsatisfactory,6,2023-01,25356.0,2535.6,10,0,10.140810105023608
156,474,2023-01-07 11:00:00,1164.0,Loan Payment,8.0,Good service,4,2023-01,15022.0,2146.0,7,0,9.617337639062423
157,382,2023-01-07 12:00:00,1638.0,Investment,10.0,Unsatisfactory,4,2023-01,21058.0,3509.6666666666665,6,0,9.955083301179778
158,103,2023-01-07 13:00:00,1636.0,Purchase,9.0,Good service,2,2023-01,20527.0,2565.875,8,0,9.929545086855418
159,489,2023-01-07 14:00:00,3726.0,Purchase,9.0,Unsatisfactory,6,2023-01,14060.0,2812.0,5,0,9.551160286590816
160,37,2023-01-07 15:00:00,1452.0,Bill Payment,10.0,Good service,3,2023-01,6855.0,1142.5,6,0,8.832879460277615
161,654,2023-01-07 16:00:00,1663.0,Purchase,10.0,Good service,10,2023-01,12576.0,2096.0,6,0,9.439625028047155
162,549,2023-01-07 17:00:00,2512.0,Loan Payment,10.0,Needs improvement,7,2023-01,14506.0,3626.5,4,0,9.582386570538903
163,520,2023-01-07 18:00:00,3279.0,Investment,7.0,Very satisfied,5,2023-01,26378.0,3297.25,8,0,10.180323518047112
164,743,2023-01-07 19:00:00,291.0,Purchase,10.0,Very satisfied,3,2023-01,16143.0,2017.875,8,0,9.68930374259339
165,333,2023-01-07 20:00:00,4991.0,Purchase,6.0,Good service,2,2023-01,20410.0,2551.25,8,0,9.923829250194043
166,397,2023-01-07 21:00:00,1034.0,Loan Payment,10.0,Needs improvement,4,2023-01,5862.0,1954.0,3,0,8.676416696964216
167,296,2023-01-07 22:00:00,4828.0,Bill Payment,6.0,Very satisfied,3,2023-01,13579.0,2715.8,5,0,9.516353401112687
168,107,2023-01-07 23:00:00,3413.0,Bill Payment,10.0,Unsatisfactory,6,2023-01,9201.0,1533.5,6,0,9.127176130715414
169,860,2023-01-08 00:00:00,1245.0,Investment,7.0,Very satisfied,10,2023-01,3599.0,1199.6666666666667,3,0,8.1886891244442
170,954,2023-01-08 01:00:00,4192.0,Loan Payment,10.0,Good service,9,2023-01,14857.0,2122.4285714285716,7,0,9.606293719711752
171,530,2023-01-08 02:00:00,4770.0,Bill Payment,9.0,Needs improvement,8,2023-01,37281.0,3389.181818181818,11,0,10.52626591542919
172,825,2023-01-08 03:00:00,4967.0,Investment,8.0,Good service,10,2023-01,18592.0,3098.6666666666665,6,0,9.830540444780063
173,83,2023-01-08 04:00:00,795.0,Investment,8.0,Very satisfied,5,2023-01,15720.0,2245.714285714286,7,0,9.662752677191515
174,934,2023-01-08 05:00:00,3327.0,Bill Payment,9.0,Unsatisfactory,2,2023-01,13207.0,3301.75,4,0,9.488577985599964
175,288,2023-01-08 06:00:00,1677.0,Loan Payment,10.0,Very satisfied,1,2023-01,19863.0,2837.5714285714284,7,0,9.896664327188002
176,982,2023-01-08 07:00:00,3018.0,Purchase,9.0,Unsatisfactory,8,2023-01,17867.0,2233.375,8,0,9.79076668247201
177,706,2023-01-08 08:00:00,3204.0,Bill Payment,6.0,Good service,4,2023-01,10767.0,3589.0,3,0,9.284334051884509
178,461,2023-01-08 09:00:00,4799.0,Purchase,10.0,Good service,9,2023-01,10757.0,3585.6666666666665,3,0,9.283404942833188
179,215,2023-01-08 10:00:00,3785.0,Purchase,9.0,Unsatisfactory,9,2023-01,13713.0,2285.5,6,0,9.52617248784431
180,281,2023-01-08 11:00:00,2456.0,Loan Payment,10.0,Very satisfied,2,2023-01,25670.0,3667.1428571428573,7,0,10.153117229086165
181,732,2023-01-08 12:00:00,3800.0,Loan Payment,10.0,Unsatisfactory,1,2023-01,28044.0,3505.5,8,0,10.241565641942437
182,954,2023-01-08 13:00:00,543.0,Investment,10.0,Good service,9,2023-01,14857.0,2122.4285714285716,7,0,9.606293719711752
183,459,2023-01-08 14:00:00,411.0,Loan Payment,7.0,Unsatisfactory,2,2023-01,17888.0,2981.3333333333335,6,0,9.791941277791215
184,801,2023-01-08 15:00:00,3673.0,Investment,8.0,Unsatisfactory,7,2023-01,11543.0,1649.0,7,0,9.353921100453707
185,344,2023-01-08 16:00:00,139.0,Bill Payment,10.0,Good service,2,2023-01,3757.0,1252.3333333333333,3,0,8.231642179973411
186,194,2023-01-08 17:00:00,2349.0,Purchase,3.0,Good service,7,2023-01,21814.0,2726.75,8,0,9.99035308555771
187,158,2023-01-08 18:00:00,4381.0,Loan Payment,7.0,Good service,2,2023-01,12497.0,2499.4,5,0,9.433323910489026
188,465,2023-01-08 19:00:00,2969.0,Bill Payment,8.0,Unsatisfactory,1,2023-01,19422.0,2774.5714285714284,7,0,9.874213209832133
189,104,2023-01-08 20:00:00,1868.0,Investment,8.0,Good service,5,2023-01,15231.0,2538.5,6,0,9.631153757031147
190,34,2023-01-08 21:00:00,2983.0,Loan Payment,4.0,Good service,8,2023-01,16045.0,2674.1666666666665,6,0,9.6832148763136
191,102,2023-01-08 22:00:00,4160.0,Purchase,5.0,Unsatisfactory,4,2023-01,9005.0,4502.5,2,0,9.105646300861517
192,639,2023-01-08 23:00:00,3659.0,Bill Payment,10.0,Unsatisfactory,4,2023-01,14355.0,2050.714285714286,7,0,9.571923252267498
193,726,2023-01-09 00:00:00,2796.0,Loan Payment,9.0,Good service,3,2023-01,22968.0,2871.0,8,0,10.041900759689755
194,325,2023-01-09 01:00:00,3107.0,Loan Payment,10.0,Needs improvement,8,2023-01,13376.0,3344.0,4,0,9.501292093295586
195,944,2023-01-09 02:00:00,3522.0,Bill Payment,9.0,Unsatisfactory,1,2023-01,28010.0,2801.0,10,0,10.240352569152035
196,808,2023-01-09 03:00:00,4870.0,Investment,8.0,Needs improvement,4,2023-01,26353.0,3764.714285714286,7,0,10.179375345105198
197,691,2023-01-09 04:00:00,1230.0,Investment,10.0,Good service,2,2023-01,15648.0,3129.6,5,0,9.658162296163171
198,592,2023-01-09 05:00:00,651.0,Loan Payment,9.0,Unsatisfactory,5,2023-01,7200.0,1800.0,4,0,8.881975184248867
199,141,2023-01-09 06:00:00,3324.0,Investment,8.0,Unsatisfactory,10,2023-01,11646.0,2911.5,4,0,9.362803915102653
200,474,2023-01-09 07:00:00,733.0,Investment,8.0,Good service,4,2023-01,15022.0,2146.0,7,0,9.617337639062423
201,31,2023-01-09 08:00:00,4907.0,Bill Payment,9.0,Good service,8,2023-01,14962.0,2493.6666666666665,6,0,9.61333576618342
202,884,2023-01-09 09:00:00,747.0,Investment,10.0,Unsatisfactory,3,2023-01,9331.0,2332.75,4,0,9.14120463314132
203,935,2023-01-09 10:00:00,4863.0,Investment,10.0,Good service,6,2023-01,16155.0,2307.8571428571427,7,0,9.690046776683303
204,63,2023-01-09 11:00:00,1309.0,Bill Payment,8.0,Unsatisfactory,3,2023-01,6042.0,1510.5,4,0,8.706655856361559
205,560,2023-01-09 12:00:00,3490.0,Loan Payment,8.0,Needs improvement,9,2023-01,13417.0,2236.1666666666665,6,0,9.504352368122833
206,87,2023-01-09 13:00:00,349.0,Loan Payment,8.0,Very satisfied,10,2023-01,11480.0,1640.0,7,0,9.348448774093812
207,304,2023-01-09 14:00:00,162.0,Bill Payment,10.0,Needs improvement,5,2023-01,15731.0,1966.375,8,0,9.6634521335517
208,61,2023-01-09 15:00:00,1431.0,Purchase,7.0,Very satisfied,8,2023-01,1848.0,924.0,2,0,7.522400231387125
209,396,2023-01-09 16:00:00,3061.0,Bill Payment,10.0,Needs improvement,2,2023-01,371704.0,74340.8,5,0,12.825855807903237
210,334,2023-01-09 17:00:00,436.0,Purchase,9.0,Good service,9,2023-01,6992.0,1398.4,5,0,8.852664927703866
211,952,2023-01-09 18:00:00,3568.0,Investment,9.0,Very satisfied,10,2023-01,10566.0,1761.0,6,0,9.265491216441031
212,786,2023-01-09 19:00:00,1145.0,Loan Payment,9.0,Good service,7,2023-01,24070.0,2674.4444444444443,9,0,10.088763075406442
213,411,2023-01-09 20:00:00,0.0,Purchase,6.0,Needs improvement,4,2023-01,4074.0,2037.0,2,0,8.312626025674962
214,284,2023-01-09 21:00:00,3339.0,Purchase,10.0,Good service,1,2023-01,9103.0,3034.3333333333335,3,0,9.116469156366112
215,466,2023-01-09 22:00:00,959.0,Investment,10.0,Very satisfied,9,2023-01,18055.0,1805.5,10,0,9.801233318497372
216,80,2023-01-09 23:00:00,1383.0,Loan Payment,10.0,Very satisfied,4,2023-01,14875.0,3718.75,4,0,9.60750445504496
217,692,2023-01-10 00:00:00,966.0,Investment,10.0,Unsatisfactory,3,2023-01,15307.0,3061.4,5,0,9.636130846545592
218,784,2023-01-10 01:00:00,1711.0,Loan Payment,9.0,Needs improvement,8,2023-01,10412.0,2603.0,4,0,9.250810304529896
219,77,2023-01-10 02:00:00,2951.0,Loan Payment,9.0,Good service,5,2023-01,12651.0,1807.2857142857142,7,0,9.445570584425539
220,954,2023-01-10 03:00:00,2492.0,Investment,10.0,Good service,9,2023-01,14857.0,2122.4285714285716,7,0,9.606293719711752
221,733,2023-01-10 04:00:00,1313.0,Purchase,9.0,Very satisfied,8,2023-01,11756.0,2939.0,4,0,9.372204086867741
222,905,2023-01-10 05:00:00,380.0,Bill Payment,7.0,Good service,7,2023-01,19396.0,2424.5,8,0,9.872873693918292
223,794,2023-01-10 06:00:00,2990.0,Loan Payment,9.0,Good service,9,2023-01,31897.0,2453.6153846153848,13,0,10.3702985908827
224,540,2023-01-10 07:00:00,2306.0,Loan Payment,10.0,Unsatisfactory,2,2023-01,12452.0,1778.857142857143,7,0,9.429716836721148
225,361,2023-01-10 08:00:00,4808.0,Bill Payment,9.0,Needs improvement,4,2023-01,18701.0,2671.5714285714284,7,0,9.836385748995392
226,77,2023-01-10 09:00:00,2135.0,Bill Payment,9.0,Good service,5,2023-01,12651.0,1807.2857142857142,7,0,9.445570584425539
227,509,2023-01-10 10:00:00,2976.0,Investment,10.0,Excellent,1,2023-01,22654.0,3236.285714285714,7,0,10.028135857101239
228,164,2023-01-10 11:00:00,4155.0,Loan Payment,9.0,Needs improvement,5,2023-01,12567.0,3141.75,4,0,9.438909179935457
229,9,2023-01-10 12:00:00,2752.0,Investment,10.0,Good service,9,2023-01,17320.0,2165.0,8,0,9.75967491717028
230,175,2023-01-10 13:00:00,4031.0,Bill Payment,7.0,Good service,7,2023-01,16274.0,2324.8571428571427,7,0,9.69738546707677
231,462,2023-01-10 14:00:00,2374.0,Investment,10.0,Unsatisfactory,9,2023-01,9203.0,1533.8333333333333,6,0,9.127393451155257
232,307,2023-01-10 15:00:00,772.0,Loan Payment,10.0,Very satisfied,1,2023-01,17716.0,1968.4444444444443,9,0,9.782279909600437
233,588,2023-01-10 16:00:00,4072.0,Purchase,9.0,Very satisfied,7,2023-01,10806.0,3602.0,3,0,9.287949351303165
234,245,2023-01-10 17:00:00,1014.0,Purchase,9.0,Good service,7,2023-01,20364.0,2545.5,8,0,9.921573020082512
235,122,2023-01-10 18:00:00,3765.0,Loan Payment,10.0,Unsatisfactory,4,2023-01,22732.0,2841.5,8,0,10.031572892299346
236,185,2023-01-10 19:00:00,2856.0,Investment,10.0,Good service,4,2023-01,15906.0,2272.285714285714,7,0,9.674514542898361
237,32,2023-01-10 20:00:00,359.0,Bill Payment,10.0,Needs improvement,4,2023-01,28958.0,3217.5555555555557,9,0,10.273636315516725
238,998,2023-01-10 21:00:00,2974.0,Bill Payment,8.0,Unsatisfactory,2,2023-01,14211.0,2842.2,5,0,9.561841957140917
239,963,2023-01-10 22:00:00,696.0,Purchase,9.0,Very satisfied,8,2023-01,17066.0,2438.0,7,0,9.744902053418757
240,762,2023-01-10 23:00:00,4647.0,Investment,4.0,Very satisfied,4,2023-01,19153.0,2394.125,8,0,9.860266850081565
241,569,2023-01-11 00:00:00,3136.0,Bill Payment,10.0,Needs improvement,1,2023-01,11112.0,2778.0,4,0,9.315870873185647
242,310,2023-01-11 01:00:00,4466.0,Bill Payment,10.0,Needs improvement,1,2023-01,15821.0,1977.625,8,0,9.669156655581341
243,372,2023-01-11 02:00:00,2765.0,Loan Payment,8.0,Excellent,9,2023-01,26867.0,3358.375,8,0,10.198691266386755
244,656,2023-01-11 03:00:00,3534.0,Investment,10.0,Excellent,3,2023-01,15449.0,3089.8,5,0,9.645364282325891
245,830,2023-01-11 04:00:00,3634.0,Investment,8.0,Needs improvement,4,2023-01,20538.0,2934.0,7,0,9.93008079680565
246,596,2023-01-11 05:00:00,2742.0,Bill Payment,10.0,Very satisfied,1,2023-01,13546.0,2257.6666666666665,6,0,9.513920399580737
247,992,2023-01-11 06:00:00,1703.0,Investment,7.0,Needs improvement,2,2023-01,17408.0,1934.2222222222222,9,0,9.764742592858719
248,56,2023-01-11 07:00:00,2902.0,Investment,7.0,Good service,6,2023-01,9026.0,1805.2,5,0,9.107975365298154
249,791,2023-01-11 08:00:00,3821.0,Investment,8.0,Unsatisfactory,1,2023-01,3821.0,3821.0,1,0,8.248529124800218
